id,name,description,count_members,count_posts,count_members
49866476,Профсоюзная организация МГУ - студентам!,"Профсоюзная организация МГУ - самая большая общественная организация Московского университета. Уже почти 100 лет мы представляем интересы студентов!<br><br>Студенческая комиссия объединенного профкома МГУ: ГЗ МГУ, сектор А, к. 1018а<br>График работы: пн-пт, 10:00 - 17:00<br><br>8-495-939-1458, begomvprofkom@mail.ru<br>opk.msu.ru/projects/kom/<br>instagram.com/opkmsu<br><br>Студенческие комиссии профкомов факультетов: opk.msu.ru/projects/kom/639/1833/show",7960,1763,1
51675727,Идеи малого бизнеса,,300069,3952,1
53845179,че,,959264,10206,1
55772085,Острая Политика,"Только альтернативный взгляд на политику. <br><br>- Обзоры самых актуальных новостей<br>- Экспертная аналитика с самых разных позиций<br>- Лучшие комиксы и картинки про политику<br>- Эксклюзивные материалы ""изнутри"" политической кухни<br><br>Ведем себя вежливо, уважаем собеседников и их мнение. За использование мата и оскорблений - исключение из группы.",94787,11340,1
62775450,плюгавая лимита ищет работу в москве.,"""плюгавая лимита ищет работу в москве"" - это значок ""контркультурщик-нонкоформист"", на твоей школьной форме.<br><br>авторский",37122,531,1
63731512,Способы путешествовать почти бесплатно (RU),"Мы ищем самые выгодные перелеты по Европе и всему миру, а вам остается только летать!<br><br>Мы не агентство и не турфирма. Мы - блог о бюджетных путешествиях, который просто делится найденными акциями и скидками - нам не жалко :)",182010,2501,1
64481523,Вокруг света за 100 дней и 100 рублей,"Меня зовут Дмитрий Иуанов, 10 сентября 2015 года я отправился в кругосветное путешествие за 100 дней и 100 рублей. Вся информация о нем на этой странице",5940,114,1
64871743,Global Citizen | Международные стажировки,"Global Citizen - международная программа стажировок для молодых людей. <br><br>Global Citizen - не просто путешествие в другую страну, это возможность личностного развития через участие в реализации социального проекта в совершенно новых условиях. <br><br>Направления программы:<br>* Global Citizen|Culture<br>* Global Citizen|Environment<br>* Global Citizen|Education<br><br>Подробнее узнать о каждом из направлений и заполнить анкету на участие можно на официальном сайте http://aiesec.ru/",20400,1972,1
69745756,Гудсерфинг - путешествуй со смыслом,"Привет!Тебя приветствует сообщество ""Гудсерфинг - путешествуй со смыслом"". Волонтерство, экспедиции, походы, туризм, путешествия, интересные вакансии<br><br>Если ты читаешь это, значит ты, во-первых-любопытный, во-вторых-заядлый или пока еще только начинающий путешественник.<br><br>Goodsurfing (Гудсёрфинг) – это не просто туризм, а путешествия со смыслом.<br>Гудсёрфинг – это способ путешествовать с наименьшими издержками и при этом делать по-настоящему важное дело. Он включает в себя любой вид волонтёрства, культурные и образовательные обмены, археологические, этнографические, географические и любые другие экспедиции, в которых может принять участие любой желающий. <br>Сообщество ""Гудсерфинг - путешествуй со смыслом"" - это объединение людей, которым близки идеи открытого мира, уважения к людям и к пространству, в котором ты находишься. Нас объединяет желание путешествовать, узнавать ближе других людей и страны. <br><br>Приглашай друзей, делись идеями, волонтерским и туристическим опытом. Помогая другим ты приумножаешь себя.",34108,993,1
75505860,SITNYANSKIY | Photo &amp: Video production,"Открыт для интересных проектов и творческого сотрудничества.<br>Провожу коммерческие съемки всех видов.<br>Ищу новые лица.<br>Москва и другие уголки планеты Земля.<br><br>E-mail: sitnyanskiy28@gmail.com, giovanni@kait20.ru<br>Tel. +7 926 144 03 41",98,172,1
77397183,FC Dragons,Футбольный клуб чемпионата ОПК МГУ,117,284,1
78894315,NUISIDIDOMA – Путешествия и всё такое,"Привет. Меня зовут Максим Заселян. Я путешествую, улыбаюсь, шучу и люблю людей. Моё сердце находится в Украине, вещи хранятся в Харькове, а дом мой – весь мир.<br><br>Путешествия для меня – это не хобби, это не работа, это и есть жизнь. Для меня это такая же физическая потребность, как еда или сон. Ровно месяца мне хватает, чтобы начать кусать локти, грызть ногти и рвать когти. Я понял, что не смогу успокоиться, пока не увижу как минимум полмира. Да и то не точно.<br><br>Если хотя бы один человек, услышавший мои истории, посмотревший мои фото и видео картинки, поднимет задницу с дивана, закинет рюкзак на плечи и двинется в путь – это будет самой лучшей платой для меня.<br><br>Вопросы задавать можно и даже нужно.<br><br>На счету:<br><br>• 28 стран<br>• 45000 км автостопом<br>• участие в реалити-шоу «Автостопом до Гаваны»<br>• путешествие без документов и билетов<br>• полугодовой трип от Майами до Аляски<br>• сотни историй, шуток и лайфхаков<br><br>На карте: США, Канада, Венгрия, Хорватия, Черногория, Албания, Македония, Украина, Россия, Беларусь, Польша, Словакия, Испания, Финляндия, Швеция, Дания, Германия, Голландия, Бельгия, Франция, Швейцария, Молдова, Лихтенштейн, Австрия, Словения, Босния и Герцеговина, Сербия, Румыния...<br><br>Поддержать проект любой суммой:<br>https://www.liqpay.com/ru/checkout/nuisididoma<br><br>Рожа: vk.com/marakasina<br>Картинки: instagram.com/nuisididoma<br>Видео: youtube.com/nuisididoma",20769,349,1
78920715,МЫИDЕМ,Порция свежей и вкусной независимой культуры в новом формате,9873,320,1
82444855,Четвертичка,,771,470,1
84791368,Hello World. Идеи для бюджетных путешествий!,У нас тут своя атмосфера,4631,1490,1
86130301,Тренировки Reebok в парках Москвы,"Тренировки Reebok - это CrossFit, ММА, LesMills, BMH, Yoga<br>Место: ВДНХ- крытый шатер около павильона #9<br>Парк Победы - крытый шатер на ал. Защитников Москвы<br>Фитнес- студия ""Берег"" Лужники. м. Воробьевы горы.",9558,1067,1
91146824,Типография,Premium Me<br><br>#font@fontfront<br>#psd@fontfront<br>#icon@fontfront<br><br>Как использовать глифы: http://vk.cc/4aOSbR<br>Классификация шрифтов: http://vk.cc/43zMQG<br>Форматы шрифтов: http://vk.cc/4aOSwR,8522,541,1
94807826,подготовка к экм,,37,27,1
94948330,Тайский бокс МГУ м.Университет+тренажерный зал,"Тайский бокс (муай тай)<br>Клуб находится рядом с метро Университет, в здании экономического факультута МГУ.<br>ЗАО, ЮЗАО, Раменки<br>#totemfight",19,27,1
98846816,СТОРОНА,Освещение широкого спектра музыкальной культуры в России.,5366,509,1
99303215,"Дешевые авиабилеты, акции и ошибочные тарифы","Всегда мечтали много путешествовать и не тратить при этом фантастические суммы денег? Наш паблик создан, чтобы вам помогать. <br><br>Цель сообщества - создать площадку, где будут появляться новости как наши, так и со всех других пабликов о путешествиях, таким образом, систематизируя все новости в одном месте.<br><br>Улететь туда-обратно в Вильнюс за 495 р. Нью-Йорк за 11 000 р. Бразилию за 12 000 р. Братиславу за 150 р. или Калининград за 200 р. РЕАЛЬНО<br><br>Мы - не турфирма и не преследуем коммерческих целей!",2168,1648,1
100220802,USURF. Серфинг на Шри-Ланке.,"Друзья, вам хватило жарких дней этим летом? Нам - нет!<br>Поэтому со всей нашей любовью к солнцу, серфу и океану, мы открываем surf-camp на Шри-ланке! <br>Для всех кто влюблен в серфинг, хочет попробовать что-то новое и интересное, встретить новых друзей со всего мира, насладиться душевной компанией и атмосферой. <br>В общем USURF для всех тех, кто с нами на одной волне!<br><br>● Мы точно знаем, что необходимо начинающим сёрферам.<br>● Внимательные серф-инструктора обучат всему, что нужно, чтобы уверенно и безопасно ловить волны и кайфовать!<br>● Наша команда в любое время ответит на все интересующие вопросы. <br><br>Love what U do and do what U love!<br>Ждём вас с ноября по май на Шри-Ланке!<br>USURF TEAM<br>Подробная информация https://vk.com/topic-100220802_32942659<br>Все вопросы администраторам группы <br>или info@usurf.ru или по тел. +94-76-982-97-15",829,241,1
101860990,Music On™ Футболки и свитшоты,Эксклюзивные футболки и свитшоты  с любимыми  музыкальными группами<br><br>Как заказать? Заполнить форму заказа: http://formdesigner.ru/form/view/27948<br><br>По всем вопросам:<br>☎ телефон +7(965) 379-49-92<br>✉ контакты страницы<br><br>Выбрать и заказать футболку или свитшот можно здесь▶http://vk.cc/4cTWJ0,2405,102,1
105592962,серёжа,,7726,100,1
105680770,Россия — Арт Объект,,11789,944,1
107221435,Зелёный Эконом МГУ,"Дорогие друзья, студенты МГУ, а также преподаватели и сотрудники!<br><br>Совсем скоро у вас появится прекрасная возможность сделать эконом немножко зеленее, а мир – лучше.<br><br>Наша команда приглашает вас принять участие в массовой акции сбора макулатуры и алюминиевых отходов, которая стартует в стенах Экономического Факультета МГУ уже 14 декабря.<br><br>Вступайте в группу и следите за обновлениями, чтобы быть в курсе последних новостей!<br><br>Ваш #зелёныйэконом",203,19,1
107317924,Хайповый шмот на AliExpress,"Хочется жестко хайпить, а кошелек не позволяет закупаться в брэндшопе? <br>Мы уже спешим тебе на помощь!!! <br>Самое хайповое шмотье на AliExpress<br>Новые хайповые ништяки каждый день!",6570,81,1
20629724,Хабрахабр,"Хабрахабр основан в 2006 году. Издателем проекта является компания «Тематические Медиа».<br><br>Аудитория проекта — прогрессивно мыслящие люди, интересующиеся будущим IT-рынка в целом и интернет-экономики в частности. Хабрахабр будет одинаково интересен программистам и журналистам, рекламщикам и верстальщикам, аналитикам и копирайтерам, менеджерам высшего и среднего звена, владельцам крупных компаний и небольших фирм, а также всем тем, для кого IT — это не просто две буквы алфавита.<br><br>В данной группе нельзя материться и оскорблять других участников! Реклама и спам тоже не приветствуются.",588232,69054,1
36507793,ПостНаука,"Интернет-журнал о научных идеях и ученых, которые их создают",260212,8287,1
11283947,Яндекс / Yandex,"Яндекс — это поисковая система и IT-компания, которая разрабатывает различные сервисы. В России, откуда Яндекс родом, его поисковая доля составляет 58,6% (LiveInternet, I квартал 2015). Сервисами Яндекса пользуются 59,4 млн россиян в месяц (TNS Web Index, март 2015 года). Компания работает также в Украине, Беларуси, Казахстане и Турции.<br><br>Основная цель Яндекса — решать задачи людей. Любые задачи: в сети и в реальном мире, повседневные и редкие, бытовые и научные, за третий класс и за пятый курс. Именно для этого мы совершенствуем свой поиск и создаём новые сервисы.<br><br>Страница создана сотрудниками компании для общения как ""просто пользователей"", так и поклонников Яндекса. <br>Здесь можно задать вопросы, связанные с работой наших сервисов и программ, почитать анонсы мероприятий и новости компании, посмотреть фотографии и видео, имеющие отношение к Яндексу, и просто поговорить с сотрудниками компании в неформальной обстановке.",130347,2158,1
1193,ФК «Локомотив» Москва,"Главная группа болельщиков футбольного клуба «Локомотив» Москва в ВКонтакте. 18+<br><br>ПРАВИЛА ГРУППЫ: http://vk.com/page-1193_44206955<br><br>ДОСТИЖЕНИЯ КЛУБА:<br>- Чемпионат СССР: 2 место - 1959<br>- Чемпионат России: 1 место - 2002, 2004: 2 место - 1995, 1999, 2000, 2001: 3 место - 1994, 1998, 2005, 2006, 2013/2014:<br>- Кубок СССР: Обладатель Кубка - 1936, 1957: Финалист - 1990<br>- Кубок России: Обладатель Кубка - 1995/96, 1996/97, 1999/00, 2000/01, 2006/07, 2014/2015: Финалист - 1997/98<br>- Суперкубок России: 2003, 2005<br>- Кубок Содружества: 2005<br>- Еврокубки: 1/2 финала Кубка кубков - 1997/98, 1998/99<br><br>ДАТА ОСНОВАНИЯ: 1922. <br>ЦВЕТА КЛУБА: красно-зелено-белые<br><br>ПРЕДШЕСТВЕННИКИ: <br>-1922 - Казанка (Московско-Казанская железная дорога)<br>-1924-1930 - Клуб Октябрьской Революции (КОР)<br>-1931-1935 - Казанка (Московско-Казанская железная дорога)",93602,17328,1
375815,"Бесит, что перила в метро едут быстрее ступенек!","Вступайте в эту группу, если вас это тоже бесит! Из-за этого нам, простым студентам, приходится постоянно перекладывать руку! Вместе мы сможем добиться того, чтобы перила двигались со ступеньками с одной скоростью! Мы не остановимся ни перед чем! Если нужно будет, мы напишем президенту! Вступай, если ты с нами!<br><br>[ Теги ] : Метро, Метрополитен, Подслушано, подземка, ступени, ступеньки, перила, транспорт, меня бесит, что перила в метро едут быстрее ступенек!",56644,2555,1
47295982,Спальные районы страны OZ,только оригинальный контент,46096,755,1
4754596,YOTASPACE,"Адрес: Москва, ул. Орджоникидзе, 11 <br>(м. Ленинский проспект). <br>Телефон для справок: +7 (495) 230 10 30<br>---------------------------------------------------------------<br>E-Tickets в специальном приложении ВКонтакте vk.com/etickets_yotaspaceclub и на yotaspace.ru<br>---------------------------------------------------------------<br>Мобильное приложение Главклуба:<br>App Store - vk.cc/2fzWXK<br>Google Play - vk.cc/2fzXnp<br>---------------------------------------------------------------",36727,5074,1
24086381,Физтех.Радио,,30475,2890,1
62655504,База вопросов игры Что? Где? Когда?,"Ты играешь в Что? Где? Когда? или просто хочешь тренировать мозги и развиваться? Тогда подписывайся, отвечай, обсуждай!",23204,3577,1
37951714,Lingvo &amp: ABBYY Mobile,"Вот уже более 20 лет компания ABBYY разрабатывает электронные словари Lingvo, известные высочайшим уровнем контента и технологическим преимуществом по всему миру. Недавно мы запустили языковой социальный сервис www.LingvoLive.ru , объединивший увлечённых иностранными языками людей по всему миру. Здесь можно получить или дать консультацию по переводу, поделиться новостью с другими участниками. Пользователи Lingvo Live могут сами создавать словарные статьи, пополняя Народный словарь. Для них доступны более 130 мультиязычных профессиональных словарей.<br><br>Сегодня ABBYY Lingvo Live стала частью большой «эко-системы» под названием Lingvo &amp: ABBYY Mobile, в которой, в том числе, ведутся разработки на основе технологии распознавания OCR, подарившей пользователям таких незаменимых помощников, как ABBYY Business Card Reader, ABBYY TextGrabber и ABBYY FineScanner.",23046,1124,1
78301923,меня не отчислили,"Каким бы сложным ни был этот день, пускай все идет не так как надо, мир погряз в хаосе и разврате, но приходя домой, садясь на твердый деревянный стул, ты понимаешь, что ты единственная надежда, ведь тебя сегодня не отчислили.",21843,424,1
36984898,Антикафе Зеленая Дверь,"Оплата по системе антикафе. Первый час 3р/мин, второй 2р/мин, далее по 1р/мин. <br>Мы работаем круглосуточно!<br>Справки и бронь мест по тел. (968) 463-74-91<br><br>Наши правила: http://vk.com/page-36984898_43825421<br><br>Расписание мероприятий: http://vk.com/page-36984898_47412046<br><br>Интерьер: http://vk.com/pages?oid=-36984898&amp:p=%D0%97%D0%B0%D0%BB%D1%8B<br><br>Аренда залов полностью: http://vk.com/pages?oid=-36984898&amp:p=%D0%91%D1%80%D0%BE%D0%BD%D1%8C<br><br>Предложение для дня рождения: http://vk.com/page-36984898_47412032<br><br>По поводу проведения мероприятий пишите на event@zdver.com<br><br>СПАМ на стене будет безжалостно удаляться",16364,4319,1
2878,Бегущий Город,"Есть такая городская игра — «Бегущий Город». Но не только игра — ещё и соревнования, а также  экскурсия, квест и даже фестиваль, собирающий по несколько тысяч человек.<br>Регулярно проводится в Петербурге, Москве, Екатеринбурге. А также периодически «гостит» в других интересных городах России и зарубежья.<br><br>В этой группе мы обсуждаем свежие соревнования, задаем вопросы организаторам, создаем встречи под ближайшие мероприятия, делимся фотографиями и видео с прошедших игр.",15265,861,1
932,МФТИ — Московский физико-технический институт,Официальная страница Московского физико-технического института. Здесь вы найдете актуальные новости Физтеха и студенческой жизни.,14752,2415,1
46250564,Ахинея.,"Наша жизнь - ваша жизнь,общая жизнь в крови коров и Киркорова.",14521,711,1
36543493,Официальная группа А.В. Трехлебова / Ведагора,"Цель этой группы, познакомить всех желающих с первоисточником, интернет огромен, а мнений не счесть..<br><br>Здесь вы сможете не только изучить  материалы Алексея Васильевича но и задать интересующие вопросы...<br><br>В группе запрещена расовая вражда, публикация экстремистских материалов и лозунгов.<br><br>Проявляйте Здравомыслие и всё у вас получится))",11729,1540,1
16712456,Музыкальный блог Сырника и Павлов,"Упрощенное описание действительности.<br>Это музыкальный блог, а вернее, музыкальная группа. Мы знакомим вас с хорошей музыкой, рассказываем про релизы и концерты.<br>Мы с вами.",11126,7811,1
29986286,КАПС ДОБРОТА ЛЮБОВЬ МИР,"Антипод:<br>https://vk.com/caps__rage<br><br>привет ДОБРА ТЕБЕ ДОНЕСТИ ЛЮБОВЬ МИР РАДОСТИ УЛЫБНИСЬ НЯШКА МИР ТЕБЯ ЛЮБИТ БУДУТ ДЕТИ У ТЕБЯ ЛЮБОВЬ ЖИЗНЬ 90 ЛЕТ ЖЕНА СЕМЕРЫХ РОДИТ ЛЮБИТЬ БУДЕТ ЛЮБОВЬ МИР СЧАСТЬЕ <br><br>Здесь не любят: ДА ТУТ ВСЕХ ЛЮБЯТ И ВСЕМ ПОМОГАЮТ БЕШЕНО ВРАЩАЯ РУКАМИ БРО ЗАХОДИ БУДЬ КАК ДОМА ТОЛЬКО С ШАПКАМИ 228,ЯРУЗКЕ,ВАНИЛЬНЫЕ ПЁЗДЫ И МУДАКИ ТУТ НЕКСТАТИ А так мы всех любим :3<br><br>Для тех кто не понял - здесь нет расизма, дискриминации, ненависти и гнобления. <br>Все мысли имеют право на жизнь. <br>Добро пожаловать на оплот мира, доброты и дружбы.",11121,1054,1
30610911,Абитуриенты МФТИ,"Полезные ссылки:<br>http://abitu.net/ - информационный портал для школьников: <br>http://olymp.mipt.ru/ - информационная поддержка олимпиады ""Физтех""<br>http://school.mipt.ru - ЗФТШ при МФТИ<br>http://olymp-online.mipt.ru/ - онлайн этап олимпиады Физтех<br><br>facebook - www.facebook.com/AbituNet<br>twitter -  www.twitter.com/AbituNet<br>instagram - www.instagram.com/AbituNet<br><br>Вопросы можно задавать на почту abitu@phystech.edu <br><br>Приёмная комиссия МФТИ:<br>тел. (495) 408-48-00<br>email: pk@phystech.edu",8689,1513,1
26356004,Поток,"Поток – студенческий портал, предназначенный для физтехов и людей, интересующихся жизнью МФТИ. Здесь вы всегда можете прочитать свежие новости, а также получить актуальную информацию о сообществах и организациях Физтеха.",7568,3004,1
56180300,Большой спорт - студентам МГУ!,"""Большой спорт - студентам МГУ"" (БСС МГУ) является проектом, целью которого значится популяризация спорта среди учащихся Московского университета и других высших учебных заведений и колледжей.<br><br>Меню БСС МГУ<br>https://vk.com/page-56180300_48737895",6185,1387,1
7984081,Профком студентов МФТИ,"Новости и информация профкома студентов МФТИ.<br><br>Подать обращение в профком можно по приведённой ниже ссылке:<br>https://mipt.ru/profkom/students/form.php<br><br>Будут рассматриваться все сообщения, ответы и действия будут в тех случаях, где это требуется. Также узнать ответ на интересующий вопрос можно, задав его через сообщения сообщества.<br><br>Подача заявок на карту METRO:<br>https://mipt.ru/profkom/students/metrocards/cardrequest.php<br>Информация о профилактории:<br>https://mipt.ru/profkom/students/folder/<br>Материальная поддержка профкома:<br>https://mipt.ru/profkom/students/soc_scolarship/",4757,1008,1
57847114,Подслушано на Физтехе,"Физтехи, здесь вы можете поделиться своими секретами и ситуациями из жизни, имеющими прямое или косвенное отношение к МФТИ. Анонимность гарантируется :)<br>Чтобы добавить Секрет, нужно предложить новость в сообществе. Секрет опубликуется без вашего авторства.<br><br>Желательно прочитать перед тем как отправлять свою историю:<br>1. Друзья, старайтесь не писать длинных текстов, выбрасывайте лишние подробности и неважные детали. Помните, краткость - сестра таланта. <br><br>2. Использование в истории слов ""физтех"", ""МФТИ"", названий факультетов, корпусов, всем известных мест, имен увеличивает шансы Вашей истории на публикацию.<br><br>3. А вот употребление ненормативной лексики эти шансы снижает. Если от Вашего поста веет чрезмерной грубостью/хамством и т.п., ну вы поняли, скорее всего, другие читатели его не увидят.<br><br>Пишите нам :)<br><br>Теперь и на ask.fm/mipt_overhear",3932,1087,1
57929443,Додо Пицца Долгопрудный и Левобережный. Доставка,"Присоединяйтесь к Додо Клубу, чтобы быть всегда в курсе наших акций и скидок! Каждый день - новые акции и конкурсы. С Додо не соскучишься :)<br><br>Сайт Додо Пицца (Наше меню): http://dodopizza.ru/Dolgoprudniy<br><br>Адрес ресторана: Дирижабельная, 26<br>Режим работы доставки и ресторана: с 9.00 до 24.00<br>Каждый день без выходных.<br><br>Телефон доставки: 8-800-333-00-60 (звонок бесплатный, даже с мобильного)<br>Заказ пиццы через наш сайт: www.dodopizza.ru/Dolgoprudniy<br>Телефон менеджера: 8(925)130-0102<br><br>Минимальная сумма доставки - 385 рублей.<br>Доставка БЕСПЛАТНО. Всегда. Это аксиома.<br><br>Мы гарантируем доставку не более чем за 60 минут с момента приема заказа. Если мы не успеем, вы получите сертификат на большую бесплатную пиццу с доставкой. Это не рекламный ход. Это правда.<br>Как правило, мы выполняем заказы за 25-40 минут. Срок поставки больших заказов оговаривается отдельно. Все горячие продукты доставляются в термосумках. Напитки поставляются охлажденными в сумках-холодильниках.<br><br>Вы всегда можете приехать к нам и забрать пиццу или другие продукты самостоятельно, по указанному адресу.<br><br>Мы предлагаем пиццы трех размеров (25 см, 30 см и 35 см) и два вида теста (традиционное или тонкое). При заказе пиццы выберите тип теста. Пиццы на тонком тесте - только 30 и 35 см.<br><br>У вас День Рождения?<br>Если у вас День Рождения, мы подарим Вам пиццу при любом заказе!",3765,5533,1
39587849,Экзамены Физтеха,"Надоело искать нужные материалы для подготовки в локалке, на сайтах кафедр, в новостях ВК... Соберем их в одно место!",3538,175,1
8321,Сабурово,Пуп земли,3296,19,1
73965718,Физтех.Сегодня,"Следите за жизнью института вместе со студенческим пресс-центром МФТИ. Здесь вы сможете найти новости учёбы и жизни в кампусе Физтеха, номера студенческой газеты «Альма-матер», выпуски студенческого видеожурнала и самые интересные работы «Физтех.Радио».",3277,653,1
600332,Младолингвисты (LingLing.ru),"ПОЖАЛУЙСТА, ВСЕ ВОПРОСЫ ОБ ОЛИМПИАДЕ ПО ЛИНГВИСТИКЕ ЗАДАВАЙТЕ В СООТВЕТСТВУЮЩЕЙ ТЕМЕ!<br><br>Группа сайта LingLing.ru – лингвистика для школьников.<br>Анонсы лингвистических мероприятий, новости мира лингвистики.<br>Место встречи участников лингвистических олимпиад, школ летних и зимних, кружков, факультативов и прочих мероприятий.",2219,1057,1
72709087,Постолимпиадник,"Всеросс, деньги, два ствола<br>#экономизм<br><br>Наши хештэги для интерактивов:<br><br>#радиоПСТО - вы составляете музыкальную подборку, которую мы репостим себе<br><br>#ПСТО_книги - вы берете какую-то любимую вами книгу или автора и пишете краткий текст, за что любите (пишите самостоятельно, лучше маленький, но свой, чем большой, но чужой). Притом, это можно делать и у себя на стене - мы отрепостим<br><br>#PSTO_overhear - вечер секретов, пишите на Аск.<br><br>#ПСТО_кино - обсуждение фильмов<br><br>#ПСТО_опросы - вечера социологических исследований<br><br>#ПСТО_материалы - советы по подготовке к олимпиадам, полезные лайфхаки и пр.<br><br>#ПСТО_инфо - информация по олимпиадам<br><br>#ПСТО_полезное - всевозможные вещи, могущие оказаться полезными<br><br>#ПСТО_беседа - подписчики высказывают свое мнение по поводу заданной темы, делятся своим жизненным опытом.<br><br>#ПСТО_бесит - подписчики выражают свое возмущение чем-либо в формате «бесит, когда ... », пишите на Аск. <br><br>#ПСТО_мемы - ну, Captain Obvious пожимает плечами.<br><br>#ПСТО_трэш - название говорит само за себя.<br><br>#ПСТО_хочет - отправляете нам свои желания, пишите на аск",2180,4777,1
33113779,Молодежный Комитет МФТИ (МКИ),,2018,462,1
38847696,Public Морозов,"Public Морозов - паблик от Павлика Черносвитова. Теперь пашины каламбуры можно не только слышать, но и смотреть! Вступайте!<br><br>Public Морозов - мы не предадим!",1987,9090,1
12851,ФИВТ МФТИ,Факультет инноваций и высоких технологий.,1905,1118,1
62122594,Признания на Физтехе,"Здесь можно признаться в любви или просто попробовать отыскать понравившегося вам человека. Всё анонимно, как и в ""Подслушано на Физтехе"". <br>Поехали :)<br><br>Можно писать на ask.fm/mipt_overhear, с пометкой ""Признания"" или без пометки - сами разберемся :)<br><br>                           ВАЖНО!<br>- А как добавить  в признание ссылку на человека?<br><br>Допустим, вы хотите написать: ""Вася, ты классный!"". При этом указанный Вася имеет адрес страницы Вконтакте vk.com/vasya_pupkin. Чтобы в вашем сообщении появилась ссылка, нужно написать ""@vasya_pupkin (Вася), ты классный!""",1833,2351,1
22604105,"Операция ""Раздолбай""",даёшь экзамены на 10ки :),1817,2351,1
47630162,ВикиФизтех,ВикиФизтех -- твой Физтех,1539,206,1
34270932,Митинг в поддержку Навального,"Алексей Навальный сейчас отбывает административный арест в спецприемнике только за то, что позволил себе выйти из дома на улицу в неугодное для режима место и время.<br><br>Следственный комитет идет дальше и хочет посадить его под домашний арест, и нет, не на 7 суток — на месяцы, а вероятно годы, с полной изоляцией от общественно-политической жизни, за то, что одним своим существованием Навальный мешает спокойно жить жуликам и ворам нашей страны.<br><br>Вы переживали и следили за его судебным процессом в Кирове, вы выходили на улицу 18 июля 2013 и спасли его тогда от тюрьмы, вы были волонтёрами и голосовали за него на выборах мэра Москвы, вы выходили бок о бок с ним на оглашение приговора по делу Героев Болотной 23 февраля и протестовали против незаконного вердикта суда 24 февраля, когда его и задержали за то, что он просто стоял на тротуаре Тверской улицы.<br><br>Если Навального арестуют - нам всем надо выйти снова. У нас нет другого выбора. Как не было у Навального, когда он пришел в центр столицы поддержать узников Болотной.<br><br>Один за всех и все за одного!<br><br>1 марта, Манежная площадь, 14:00<br><br>PS В случае перекрытия Манежной площади, собираемся на обеих сторонах Тверской улицы и здания Госдумы.",1215,32,1
88285076,СПСИ МФТИ,,1206,114,1
24671628,Школа 57,,1193,100,1
77839208,СНПО «Бакалавры Физтеха»,"Студенческий научно-педагогический отряд (СНПО) «Бакалавры Физтеха» является молодёжным объединением студентов, заинтересованных в активной деятельности, организации мероприятий различного уровня, начиная от олимпиад и конкурсов государственного уровня и заканчивая внутриуниверситетскими событиями. Члены СНПО занимаются продвижением идей Физтеха среди подрастающего поколения. Являясь одним из крупнейших объединений в МФТИ, «Бакалавры Физтеха» стали неотъемлемой частью нашего института. К мероприятиям, проводимым СНПО, можно отнести «Выездную олимпиаду», которая проходит в большинстве регионов России и в странах СНГ, «Столичную олимпиаду МФТИ», научно-техническую конференцию школьников ""Старт в науку"". Бакалавры ежегодно посвящают себя проведению олимпиад «Физтех», общению с будущими абитуриентами в рамках дней открытых дверей, сотрудничеству с различными подразделениями Физтеха во время институтских событий, ведь каждый из них знает: «Настоящему физтеху небезразлично, кто придёт ему на смену!».",1159,174,1
215509,57 школа,"Эта группа для людей, так или иначе связанных с ГОУ ЦО №57 ""Пятьдесят седьмая школа"": учеников, учителей, выпускников и просто друзей.<br><br>Живая страничка 57 школы - http://vk.com/sch57",1128,3,1
58347268,Спящие физтехи,"Спят усталые физтехи, препы спят..<br>Завтра много семинаров ждут ребят..<br>За день мы устали очень,<br>Все, матан, спокойной ночи..<br>Ботник закрывай..Баю-бай..<br><br>Завтра,друг, опять на пары нам идти<br>Лишь в кровати не остаться б по пути.<br>Завтра нас с тобой научат <br>Бесполезных формул куче..<br>Так что засыпай <br>Баю-бай.(с)",1105,490,1
88242228,Бегущий Город Москва 2о15,"18 апреля в Москве — большая городская игра «Бегущий Город». Тысячи участников, сотни разбросанных по городу точек, почти два десятка маршрутов на выбор — от легкой прогулки до серьезного испытания. Каждый может найти вариант по себе, и чем окажется эта игра для вас — экскурсией, соревнованиями или хитроумным квестом — зависит только от вашего желания<br><br>Простым путём или решая мудрёные загадки? Пешком или на чем-то позатейливее? Велосипед, ролики, автомобиль, самокат, и даже метро с трамваем — для любого средства передвижения найдется пара маршрутов (и посложнее, и попроще :))<br><br>Участвовать можно в одиночку, с друзьями или с семьей. Команды стартуют с утра до середины дня (удобное время старта можно выбрать при подачи заявки).",1021,35,1
